blend_name,models,weights,method,oof_bal_acc,best_threshold,test_pos_rate,changed_vs_anchor,diff_pct_vs_anchor,file_path
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.15|0.25|0.60,weighted_avg,0.7858235715993307,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.05|0.35|0.60,weighted_avg,0.7858235715993307,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.00|0.40|0.60,weighted_avg,0.7858235715993307,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.00|0.40|0.60,weighted_avg,0.7858235715993307,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.15|0.35|0.50,weighted_avg,0.7858235715993307,0.6139999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.00|0.45|0.55,weighted_avg,0.7857040401625628,0.6199999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_avg_top5_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_avg_top5|ensemble_threshold_vote|logreg_full,0.33|0.11|0.22|0.33,weighted_avg,0.7857040401625628,0.6039999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.05|0.40|0.55,weighted_avg,0.7857040401625628,0.6219999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.25|0.30|0.45,weighted_avg,0.7857040401625628,0.6169999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.00|0.45|0.55,weighted_avg,0.7857040401625628,0.6199999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.20|0.35|0.45,weighted_avg,0.7857040401625628,0.6149999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_threshold_vote_logreg_full,ensemble_threshold_vote|logreg_full,0.45|0.55,weighted_avg,0.7857040401625628,0.6199999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.10|0.40|0.50,weighted_avg,0.7857040401625628,0.6179999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.10|0.35|0.55,weighted_avg,0.7857040401625628,0.6239999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_avg_top5_logreg_full_catboost_B_2_full_allseeds,ensemble_avg_top3|ensemble_stacking_lr|ensemble_avg_top5|logreg_full|catboost_B_2_full_allseeds,0.00|0.10|0.20|0.40|0.30,weighted_avg,0.785297633277552,0.5669999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_avg_top5_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_stacking_lr|ensemble_avg_top5|ensemble_threshold_vote|logreg_full,0.22|0.00|0.33|0.11|0.33,weighted_avg,0.7849390389672484,0.5939999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_avg_top5_logreg_full_ensemble_weighted,ensemble_avg_top3|ensemble_stacking_lr|ensemble_avg_top5|logreg_full|ensemble_weighted,0.00|0.10|0.20|0.40|0.30,weighted_avg,0.7849390389672484,0.6049999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.30|0.15|0.55,weighted_avg,0.7849390389672484,0.6089999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.10|0.30|0.60,weighted_avg,0.7849390389672484,0.6109999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_avg_top5_logreg_full,ensemble_stacking_lr|ensemble_avg_top5|logreg_full,0.10|0.50|0.40,weighted_avg,0.7849390389672484,0.5979999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.20|0.20|0.20|0.40,weighted_avg,0.7849390389672484,0.5949999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_avg_top5_logreg_full,ensemble_stacking_lr|ensemble_avg_top5|logreg_full,0.05|0.55|0.40,weighted_avg,0.7849390389672484,0.5969999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.20|0.20|0.10|0.50,weighted_avg,0.7849390389672484,0.6109999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.05|0.40|0.55,weighted_avg,0.7848195075304805,0.6099999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.20|0.20|0.60,weighted_avg,0.7848195075304805,0.6199999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.00|0.35|0.65,weighted_avg,0.7848195075304805,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.10|0.30|0.60,weighted_avg,0.7848195075304805,0.6129999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_avg_top5_logreg_full,ensemble_stacking_lr|ensemble_avg_top5|logreg_full,0.10|0.40|0.50,weighted_avg,0.7848195075304805,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_threshold_vote_logreg_full,ensemble_threshold_vote|logreg_full,0.35|0.65,weighted_avg,0.7848195075304805,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_threshold_vote|logreg_full,0.00|0.35|0.65,weighted_avg,0.7848195075304805,0.6189999999999994,0.36363636363636365,1,0.022727272727272728,
