model,multiplier,effective_pos_weight,oof_bal_acc,threshold,test_pos_rate,file_path
catboost,1.5,0.7921348314606741,0.7745398039684437,0.6019999999999995,0.36363636363636365,stage3_submissions/submission_classweight_m1.50.csv
catboost,2.0,1.0561797752808988,0.770093234520679,0.7099999999999994,0.3409090909090909,stage3_submissions/submission_classweight_m2.00.csv
catboost,1.25,0.6601123595505618,0.7693282333253646,0.6149999999999994,0.3409090909090909,stage3_submissions/submission_classweight_m1.25.csv
catboost,0.75,0.39606741573033705,0.7639015060961032,0.4829999999999996,0.36363636363636365,stage3_submissions/submission_classweight_m0.75.csv
catboost,3.0,1.5842696629213482,0.7621085345445853,0.7849999999999994,0.3409090909090909,stage3_submissions/submission_classweight_m3.00.csv
catboost,1.0,0.5280898876404494,0.7614152522113316,0.5219999999999996,0.36363636363636365,stage3_submissions/submission_classweight_m1.00.csv
catboost,0.5,0.2640449438202247,0.7576858713841741,0.41999999999999965,0.36363636363636365,stage3_submissions/submission_classweight_m0.50.csv
